Event.Id,Investigation.Type,Accident.Number,Event.Date,LOCATION,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date
20200819X75908,Accident,ERA20CA291,2020-08-18,"FINELYVILLE, PA",United States,40.247776,-80.013336,G05,FINLEYVILLE AIRPARK,,Substantial,Airplane,N88XK,Team Rocket,F1 Rocket,Yes,1,,91,,Personal,,0,0,0,0,VMC,,,
20200819X80407,Accident,WPR20LA279,2020-08-18,"QUILLAYUTE, WA",United States,47.898612,-124.608886,,,Siruose,Substantial,Airplane,N11513,Cessna,150,No,1,Reciprocating,UNK,,,,0,1,0,0,,,,
20200819X90924,Accident,CEN20CA350,2020-08-18,"OLUSTEE, OK",United States,34.520557,-99.433891,F09,Olustee Muni,Non-Fatal,Substantial,Airplane,N2207N,Cessna,140,No,1,Reciprocating,91,,Personal,,0,0,0,2,VMC,,,
20200819X92718,Accident,WPR20CA276,2020-08-18,"HILLSBORO, OR",United States,45.427776,-122.943054,7S3,,,Substantial,Airplane,N2933L,Mooney,M20C,No,1,,91,,Instructional,,0,0,0,0,VMC,,,
20200828X63550,Accident,WPR20CA293,2020-08-18,"PHOENIX, AZ",United States,33.688331,-112.082496,DVT,Phoenix Deer Valley,Non-Fatal,Substantial,Airplane,N103VK,Cessna,172,No,1,Reciprocating,91,,Instructional,Westwind School Of Aeronautics Llc,0,0,0,2,VMC,,,
20200906X81438,Accident,CEN20LA381,2020-08-18,"ORD, NE",United States,41.623611,-98.951942,ODX,Evelyn Sharp Field Airport,Non-Fatal,Substantial,Airplane,N57607,Piper,PA36,No,1,Reciprocating,137,,Aerial Application,Green Medows Aviation,0,0,0,1,VMC,,,
20200915X45814,Accident,WPR20LA306,2020-08-18,"UPLAND, CA",United States,34.140029,-117.64965,CCB,Cable Airport,Non-Fatal,Substantial,Airplane,79MS,Piper,PA28,No,,,91,,Instructional,Uaa International Inc.,0,0,0,2,VMC,,,
20200817X14856,Accident,CEN20CA348,2020-08-17,"LEAGUE CITY, TX",United States,29.550277,-95.042221,,,Non-Fatal,Substantial,Airplane,N502BK,Progressive Aerodyne,SEAREY,Yes,,Reciprocating,91,,Personal,,0,0,0,1,VMC,,,
20200818X05936,Accident,ERA20LA289,2020-08-17,"SURRY, ME",United States,44.431667,-68.480003,BHB,Hancock County-Bar Harbor,Non-Fatal,Substantial,Airplane,N45083,Cessna,150,No,1,Reciprocating,91,,Personal,Benjamin Enterprises Inc.,0,0,0,2,VMC,,,
20200818X95925,Accident,ERA20LA287,2020-08-17,"GROTON, CT",United States,41.350833,-72.024169,GON,Groton-New London Airport,Minor,Substantial,Airplane,N41382,Piper,PA34,No,2,Reciprocating,91,,Instructional,Upgrade Incorporated,0,0,2,0,VMC,,,
20200831X24128,Accident,ERA20CA301,2020-08-17,"SAVANNAH, GA",United States,32.127498,-81.202224,SAV,Savannah Hilton Head Intl,Non-Fatal,Substantial,Airplane,N21488,Cessna,182,No,1,Reciprocating,91,,Other Work Use,F3ea Inc.,0,0,0,1,Unk,,,
20200816X30045,Accident,WPR20CA271,2020-08-16,"PORT TOWNSEND, WA",United States,48.05389,-122.810554,0S9,Jefferson County Intl,Non-Fatal,Substantial,Airplane,N62130,Ryan,ST3KR,No,1,Reciprocating,91,,Personal,,0,0,0,1,VMC,,,
20200816X62854,Accident,CEN20CA341,2020-08-16,"RICE, MN",United States,45.785278,-94.200836,PVT,Private,,Substantial,Airplane,N997QC,Grumman,G164,No,1,,137,,Aerial Application,,0,0,0,0,VMC,,,
20200816X62856,Accident,CEN20CA337,2020-08-16,"FRANKENMUTH, MI",United States,43.314167,-83.711387,66G,WM TINY ZEHNDER FIELD,Siruose,Substantial,Glider,N334BA,Evektor Aerotechnik,L13,No,,,91,,Personal,,0,2,0,0,VMC,,,
20200817X22852,Accident,CEN20LA346,2020-08-16,"SAN BENITO, TX",United States,26.130025,-97.630622,53XS,Kornegay Private,Siruose,Substantial,Airplane,N3256V,Beech,36,No,,,91,,Personal,,0,1,1,0,VMC,,,
20200817X33853,Accident,CEN20CA344,2020-08-16,"WHITE OWL, SD",United States,44.604721,-102.38861,None,Private Airstrip,Non-Fatal,Substantial,Airplane,N6643Y,Beech,35,No,1,Reciprocating,91,,Personal,,0,0,0,3,VMC,,,
20200821X01340,Accident,WPR20WA281,2020-08-16,"MCARTHUR RIVER MINE, AUSTRALIA",Australia,-16.84,136.07666,,,,Substantial,Helicopter,,Robinson,R22,No,1,Reciprocating,NUSN,,,,0,0,0,0,Unk,,,
20200816X60714,Accident,CEN20LA336,2020-08-16,"Osage Beach, MO",United States,38.106945,-92.6725,K15,Grand Glaize-Osage Beach,Fatal,Destroyed,Airplane,N949CG,Cirrus,SR22,No,,,91,,Pers,,2,0,0,0,,,,
20200815X64457,Accident,CEN20LA338,2020-08-15,"SUGAR LAND, TX",United States,29.622222,-95.656669,SGR,Sugar Land Regional Airport,Minor,Substantial,Airplane,N5418E,Cessna,A185F,No,1,Reciprocating,91,,Personal,Pilot,0,0,1,0,VMC,,,
20200815X84754,Accident,WPR20LA270,2020-08-15,"SUSANVILLE, CA",United States,40.376667,-120.573059,SVE,Susanville Muni,Fatal,Substantial,Airplane,N91449,Piper,PA 14,No,1,Reciprocating,91,,Personal,,2,0,0,0,VMC,,,
20200817X01736,Accident,ERA20LA286,2020-08-15,"CLOVER, SC",United States,35.108333,-81.175277,PVT,,Minor,Substantial,Airplane,N146BB,Mcswain,JA 30,Yes,1,Reciprocating,91,,Personal,,0,0,1,0,VMC,,,
20200815X64853,Accident,CEN20LA343,2020-08-15,"Brandon, MN",United States,45.965278,-95.598609,,Private,Minor,Destroyed,Airplane,N2510H,Piper,PA18,No,1,REC,91,,Pers,,0,0,2,0,VMC,,,
20200815X85420,Accident,WPR20CA272,2020-08-15,"Albuquerque, NM",United States,35.079288,-106.650001,ABQ,,,,Balloon,N900FC,Aerostar International,RX 8,No,,,91,,Pers,Ken Tuley,0,0,0,0,,,,
20200814X44852,Accident,CEN20LA342,2020-08-14,"ROCKFORD, IL",United States,42.288055,-89.136108,1C8,Cottonwood Airport,Minor,Substantial,Airplane,N505JS,Siebel,Auriga,Yes,1,Reciprocating,91,,Personal,,0,0,0,1,VMC,,,
20200814X75128,Accident,WPR20CA274,2020-08-14,"VANCOUVER, WA",United States,45.720745,-122.740516,,,,Substantial,,N11752,Uskoski,Ridge Runner IV,Yes,,,91,,Personal,,0,0,0,0,,,,
20200814X75909,Accident,WPR20LA278,2020-08-14,"HARLOWTON, MT",United States,46.448612,-109.852775,HWQ,Wheatland County At Harlowton,Minor,Substantial,Airplane,N317LB,Piper,PA28,No,1,Reciprocating,91,,Personal,Trail Of 140 Tears Llc,0,0,4,0,VMC,,,
20200815X20002,Accident,WPR20CA273,2020-08-14,"WARNER SPRINGS, CA",United States,33.284442,-116.669723,,,Non-Fatal,Substantial,Glider,N7547,Schweizer,SGS233,No,,,91,,Personal,,0,0,0,1,VMC,,,
20200815X64854,Accident,CEN20LA339,2020-08-14,"GOBER, TX",United States,33.479442,-96.098052,,,Siruose,Substantial,Airplane,N467SC,Czech Sport,SPORTCRUISER,Yes,,Reciprocating,91,,Instructional,Thrust Flight,0,2,0,0,VMC,,,
20200817X94904,Accident,ERA20LA285,2020-08-14,"WEST PALM BEACH, FL",United States,26.845556,-80.221664,F45,North Palm Beach County Genera,Minor,Substantial,Airplane,N2994P,Lake,LA4,No,1,Reciprocating,91,,Personal,,0,0,1,1,VMC,,,
20200813X63110,Accident,WPR20CA269,2020-08-13,"CASCADE, ID",United States,44.535278,-115.350555,ID74,Sulphur Creek Ranch Airport,Siruose,Substantial,Airplane,N92403,Cessna,182,No,1,Reciprocating,91,,Personal,,0,1,0,0,VMC,,,
20200818X01327,Accident,ERA20LA288,2020-08-13,"ARDMORE, TN",United States,35.043609,-86.828613,NONE,Pasture,Minor,Substantial,Airplane,N3962V,Cessna,170,No,1,Reciprocating,91,,Personal,,0,0,2,0,VMC,,,
20200813X10854,Accident,CEN20LA345,2020-08-12,"GLENWOOD SPRINGS, CO",United States,39.508335,-107.310554,GWS,Glenwood Springs Muni,Non-Fatal,Substantial,Airplane,N9726K,Stinson,108,No,1,Reciprocating,91,,Personal,,0,0,0,2,,,,
20200811X11105,Accident,ERA20LA284,2020-08-11,"SPRINGFIELD, TN",United States,36.536666,-86.921112,M91,Springfield Robertson County,Non-Fatal,Substantial,Gyroplane,N615MW,Rotorsport Uk Ltd,MTOsport 2017,No,1,Reciprocating,91,,Personal,,0,0,0,2,VMC,,,
20200813X95858,Accident,CEN20CA387,2020-08-11,"CASCO, MI",United States,42.735279,-82.629447,PRI,,,Substantial,Powered Parachute,N465JP,Powrachute,AIRWOLF,Yes,1,,91,,Personal,,0,0,0,0,,,,
20200819X55458,Accident,ANC20CA081,2020-08-11,"CHANDALAR SHELF, AK",United States,68.140274,-147.944168,,,,Substantial,Airplane,N2907,Performer,HIGH PERFORMER,No,,,91,,Personal,,0,0,0,0,,,,
20200813X95856,,CEN20CA335,2020-08-11,"Chicago, IL",United States,41.890415,-87.620819,PWK,,,,,N678EC,Cirrus,SR22,No,,,91,,Pers,,0,0,0,0,,,,
20200811X05401,Accident,WPR20CA266,2020-08-10,"GROVER, WY",United States,42.791667,-110.936668,,,,Substantial,Airplane,N298WY,Aviat,A-1C-200,No,1,,91,,Flight Test,Aviat Aircraft Inc,0,0,0,0,VMC,,,
20200811X13708,Accident,WPR20CA265,2020-08-10,"STANLEY, ID",United States,44.212776,-114.933334,2U7,Stanley,Non-Fatal,Substantial,Airplane,N9917N,Cessna,180,No,1,Reciprocating,91,,Personal,,0,0,0,2,VMC,,,
20200811X84853,Accident,ERA20CA282,2020-08-10,"MONTAUK, NY",United States,41.075553,-71.921943,MTP,,,Substantial,Airplane,N4817S,Piper,PA32,No,1,,91,,Personal,,0,0,0,0,VMC,,,
20200809X13150,Accident,CEN20LA329,2020-08-09,"BURLINGTON, WI",United States,42.680278,-88.302223,,,Siruose,Substantial,Airplane,N6849B,Piper,PA22,No,1,Reciprocating,91,,Personal,,0,1,1,0,VMC,,,
20200809X60612,Accident,WPR20CA260,2020-08-09,"LAS VEGAS, NV",United States,36.210834,-115.194442,VGT,North Las Vegas,Non-Fatal,Substantial,Airplane,N644SB,Evektor Aerotechnik,SPORTSTAR,Yes,1,Reciprocating,91,,Instructional,Light Sport Aviation Llc,0,0,0,1,VMC,,,
20200810X10144,Accident,ERA20CA280,2020-08-09,"ROSTRAVER, PA",United States,40.210834,-79.828613,FWQ,ROSTRAVER,,Substantial,Airplane,N321C,Cubcrafters Inc,CC11-160,No,1,,91,,Personal,,0,0,0,0,VMC,,,
20200809X42236,Accident,WPR20LA259,2020-08-09,"Kelso Valley, CA",United States,35.447776,-118.071945,,,Siruose,Destroyed,Airplane,N2ZE,Rutan,VARI EZE,Yes,,REC,91,,Pers,,0,1,1,0,VMC,,,
20200808X40610,Accident,CEN20CA332,2020-08-08,"ENGLEWOOD, CO",United States,39.574443,-104.852218,APA,Centennial Airport,Non-Fatal,Substantial,Airplane,N4964S,Piper,PA28R,No,,Reciprocating,91,,Instructional,,0,0,0,2,VMC,,,
20200808X93253,Accident,WPR20CA261,2020-08-08,"KERNVILLE, CA",United States,36.224166,-118.497779,PVT,PVT Burnt Corral Meadow,Siruose,Substantial,Airplane,N327MN,Aviat,A1,No,1,Reciprocating,91,,Personal,,0,1,0,0,VMC,,,
20200809X02446,Accident,CEN20LA330,2020-08-08,"LOGAN, IA",United States,41.643054,-95.789169,,,Siruose,Substantial,Helicopter,N89LA,Robinson,R44,No,1,Reciprocating,137,,Aerial Application,Mills County Choppers Inc.,0,1,0,0,VMC,,,
20200817X23651,Accident,CEN20CA340,2020-08-08,"ENGLEWOOD, CO",United States,39.579612,-104.860664,APA,,,Substantial,,N79110,Cessna,172,No,1,,91,,Instructional,Aspen Flying Club,0,0,0,0,,,,
20200820X90318,Accident,GAA20WA129,2020-08-08,"BUTTON END, HARSTON, CAMBRIDGESHIRE, UNITED KINGDOM",United Kingdom,,,,,Non-Fatal,Substantial,Airplane,,Hawker,SEA FURY,No,,,NUSN,,,,0,0,0,2,,,,
20200903X24051,Accident,CEN20WA376,2020-08-08,"LOBIOS (OURENSE), PORTUGAL",Portugal,41.838333,-8.146944,,,Fatal,Substantial,Airplane,,Canadair,CL215 1A10,No,2,Reciprocating,NUSN,,Firefighting,,1,1,0,0,,,,
20200808X64216,Accident,CEN20LA328,2020-08-08,"Marathon, TX",United States,30.191667,-103.210281,,,Fatal,Destroyed,Helicopter,N284S,Bell,206,No,,TS,91,,Aobv,Southwest Heliservices Llc,3,1,0,0,VMC,,,
20200807X30140,Accident,WPR20LA257,2020-08-07,"LAKE PORT, CA",United States,38.934165,-122.87722,,,Fatal,Substantial,Glider,N290MH,Sportine Aviacija,LAK17,No,,,91,,Personal,Matt J Herron,1,0,0,0,VMC,,,
20200807X64527,Accident,ERA20CA279,2020-08-07,"MODENA, NY",United States,41.657222,-74.077224,2NK9,Old Orchard Airpark,Minor,Substantial,Airplane,N811RD,Dakota,S18-160,Yes,1,Reciprocating,91,,Personal,,0,0,1,1,VMC,,,
20200808X63356,Accident,WPR20LA258,2020-08-07,"HANNA, UT",United States,40.566944,-110.500274,74V,Roosevelt Muni,Siruose,Substantial,Airplane,N761RG,Cessna,T210,No,,,91,,Personal,,0,2,4,0,,,,
20200810X70644,Accident,CEN20CA333,2020-08-07,"MARION, IL",United States,37.755001,-89.011108,MWA,Veterans Airport,Non-Fatal,Substantial,Airplane,N3737R,Cub Crafters,CARBON CUB EX,Yes,1,Reciprocating,91,,Personal,Pilot,0,0,0,2,VMC,,,
20200807X60811,Accident,ERA20LA278,2020-08-07,"Allendale, SC",United States,32.986389,-81.26667,AQX,Allendale County,Siruose,Destroyed,Airplane,N6300W,Cessna,P210,No,1,REC,91,,Pers,"N206dj, Llc",0,2,0,0,VMC,,,
20200807X61858,Accident,DCA20WA136,2020-08-07,"Kozhikode, India",India,,,,,,Destroyed,Airplane,,Boeing,737,No,,,NUSC,SCHD,,Air India Express,0,0,0,0,,,,
20200806X70122,Accident,CEN20CA326,2020-08-06,"ST LOUIS, MO",United States,38.663612,-90.644721,KSUS,Spirit of St Louis Airport,Non-Fatal,Substantial,Helicopter,N911EP,Hughes,369A,No,,Turbo Shaft,PUBU,,Public Aircraft,St Louis County Police Department,0,0,0,2,VMC,,,
20200812X83136,Accident,ERA20CA283,2020-08-06,"MURRAY, KY",United States,36.609203,-88.310684,CEY,,,Substantial,Airplane,N312LC,Beech,36,No,,,91,,Instructional,,0,0,0,0,,,,
20200821X55619,Accident,ERA20CA293,2020-08-06,"PELL CITY, AL",United States,33.558887,-86.249168,KPLR,,,Substantial,Airplane,N30492,Wag,WAG AERO CUBBY,No,1,,91,,Instructional,,0,0,0,0,VMC,,,
20200805X00027,Accident,ANC20LA077,2020-08-05,"KENAI, AK",United States,60.579723,-151.24417,ENA,Kenai Muni,Non-Fatal,Substantial,Airplane,N9712G,Cessna,180,No,1,,135,NSCH,,Minta Inc,0,0,0,5,VMC,,,
20200805X64619,Accident,ERA20LA277,2020-08-05,"ST. AGATHA, ME",United States,44.693889,-69.381629,,,Minor,Substantial,Airplane,N7213W,Piper,PA28,No,1,Reciprocating,91,,Instructional,,0,0,2,0,VMC,,,
20200805X73335,Accident,ERA20LA275,2020-08-05,"MIAMI, FL",United States,25.750555,-80.152221,,,Non-Fatal,Substantial,Airplane,N223AB,Piper,PA25,No,1,,91,,Banner Tow,"Aerial Banners North, Inc.",0,0,0,1,VMC,,,
20200807X42342,Accident,ANC20CA078,2020-08-05,"MINCHUMINA, AK",United States,63.526668,-150.795272,,,,Substantial,Airplane,N9015U,Greg Miller,GOT ROCKS,No,,,91,,Personal,,0,0,0,0,VMC,,,
20200811X33852,Accident,CEN20CA334,2020-08-05,"DELIA, KS",United States,39.259998,-95.988609,,,,Substantial,Helicopter,N104SU,Hughes,369,No,1,,133,,External Load,Signature Utility,0,0,0,0,VMC,,,
20200804X43854,Accident,WPR20CA253,2020-08-04,"UPPER LAKE, CA",United States,39.163612,-122.882774,,,,Substantial,Gyroplane,N635BC,Clon,Cavalon,No,,,91,,Personal,,0,0,0,0,,,,
20200805X33330,Accident,ANC20CA076,2020-08-04,"WASILLA, AK",United States,61.571945,-149.539443,IYS,Wasilla,,Substantial,Airplane,N82566,Piper,PA18,No,1,,91,,Personal,,0,0,0,0,VMC,,,
20200813X10609,Accident,GAA20WA128,2020-08-04,"Heathfield East Sussex, United Kingdom",United Kingdom,,,,,Fatal,Destroyed,Airplane,,Rans,S6,No,,,NUSN,,,,1,0,0,0,,,,
20200803X11310,Accident,ERA20LA273,2020-08-03,"KNOXVILLE, TN",United States,35.945278,-83.95639,,,Fatal,Substantial,Helicopter,N55GJ,Eurocopter,EC130,No,1,Turbo Shaft,91,,Personal,,1,0,0,3,VMC,,,
20200803X43604,Accident,WPR20CA250,2020-08-03,"KALISPELL, MT",United States,48.167221,-114.214996,PVT,PVT,Non-Fatal,Substantial,Airplane,N185GK,Cessna,A185,No,1,Reciprocating,91,,Personal,,0,0,0,3,VMC,,,
20200807X45731,Accident,CEN20LA327,2020-08-03,"ALICIA, AR",United States,35.894443,-91.125831,,PRI,Minor,Substantial,Airplane,N8105K,Grumman,G164,No,1,Turbo Prop,137,,Aerial Application,Swifton Aviation,0,0,1,0,VMC,,,
20200803X33949,,WPR20CA262,2020-08-03,"Jackson, WY",United States,43.469562,-110.760322,,,,,,N45303,Head,AX8 88,No,,,91,,Bus,,0,0,0,0,,,,
20200803X34051,Accident,WPR20CA267,2020-08-03,"Jackson, WY",United States,43.470588,-110.759727,,,,,,N12171,Cameron,A 315,No,,,91,,Bus,Wyoming Balloon Co,0,0,0,0,,,,
20200803X34135,,WPR20CA263,2020-08-03,"Jackson, WY",United States,43.469963,-110.759757,,,,,,N971LB,Lindstrand,310A,No,,,91,,Bus,Wyoming Balloon Co,0,0,0,0,,,,
20200802X25022,Accident,WPR20LA249,2020-08-02,"CEDAR CITY, UT",United States,37.603332,-113.188888,CDC,Cedar City Rgnl,Fatal,Substantial,Airplane,N225HJ,North American,NAVION,No,1,Reciprocating,91,,Personal,,2,0,0,0,,,,
20200802X32032,Accident,ERA20LA272,2020-08-02,"ALABASTER, AL",United States,33.178333,-86.783332,EET,Shelby County,Non-Fatal,Substantial,Airplane,N7750Y,Piper,PA 30,No,2,Reciprocating,91,,Instructional,,0,0,0,2,VMC,,,
20200803X35353,Accident,CEN20LA322,2020-08-02,"JONESBORO, LA",United States,32.213333,-92.729721,F88,Jonesboro,Siruose,Substantial,Airplane,N990SS,Quad City,CHALLENGER,No,1,Reciprocating,91,,Personal,,0,2,0,0,VMC,,,
20200806X33828,Accident,WPR20LA256,2020-08-02,"SAN JOSE, CA",United States,37.337776,-121.800277,KRHV,Reid Hillview,Non-Fatal,Substantial,Airplane,N55231,Cessna,172,No,1,Reciprocating,91,,Personal,,0,0,0,2,VMC,,,
20200818X65853,Accident,CEN20CA351,2020-08-02,"CONWAY, AR",United States,35.02,-92.555,CXW,Cantrell Fld,,Substantial,Airplane,N13184,Cessna,172,No,1,,91,,Personal,Barrett Aviation,0,0,0,0,VMC,,,
20200810X33437,Accident,ANC20WA079,2020-08-02,"Valdau, Russia",Russia,,,,,,,Airplane,,Cessna,172,No,,,UNK,,,,0,0,0,0,,,,
20200801X13330,Accident,ERA20LA270,2020-08-01,"SUMTER, SC",United States,33.959167,-80.332221,,,Minor,Substantial,Airplane,C-GXKS,Piper,PA31,No,2,,91,,Aerial Observation,,0,0,2,0,,,,
20200801X90550,Accident,ERA20LA274,2020-08-01,"HONESDALE, PA",United States,41.515556,-75.251663,N30,Cherry Ridge,Non-Fatal,Substantial,Airplane,N3025L,Piper,PA32RT,No,1,Reciprocating,91,,Personal,,0,0,0,5,VMC,,,
20200802X53946,Accident,ERA20LA271,2020-08-01,"DUNNELLON, FL",United States,29.061388,-82.397224,X35,Marion County,Fatal,Substantial,Airplane,N7192L,American Aviation,AA 5,No,1,Reciprocating,91,,Personal,,1,0,0,0,VMC,,,
20200803X23905,Accident,CEN20LA321,2020-08-01,"SEILING, OK",United States,36.15139,-98.933891,1S4,Seiling,Non-Fatal,Substantial,Airplane,N9765C,Piper,PA28R,No,1,Reciprocating,91,,Personal,,0,0,0,4,VMC,,,
20200803X55119,Accident,CEN20CA349,2020-08-01,"BENTONVILLE, AR",United States,36.345275,-94.219444,VBT,Bentonville Muni/Louise M Thad,Non-Fatal,Substantial,Airplane,N829PA,Cessna,T206,No,1,Reciprocating,91,,Personal,Summit Aviation Llc,0,0,0,2,VMC,,,
20200818X75352,Accident,WPR20CA275,2020-08-01,"SUSANVILLE, CA",United States,40.650276,-120.768608,1Q2,Spaulding,Non-Fatal,Substantial,Airplane,N60934,Cessna,A185,No,1,Reciprocating,91,,Personal,,0,0,0,2,VMC,,,
20200731X20700,Accident,WPR20WA248,2020-07-31,"STEAM PLAINS, AUSTRALIA",Australia,,,,,Siruose,Substantial,Helicopter,,Robinson,R44,No,1,Reciprocating,UNK,,,,0,1,0,0,,,,
20200803X22344,Accident,CEN20CA320,2020-07-31,"MEMPHIS, MO",United States,40.396945,-92.181663,,,Minor,Substantial,Airplane,N90834,Cessna,A188,No,1,Reciprocating,137,,Aerial Application,Woods Flying Service Llc,0,0,1,0,VMC,,,
20200731X11938,Accident,ANC20LA074A,2020-07-31,"Soldotna, AK",United States,60.495555,-151.01693,,,Fatal,Destroyed,Airplane,N4982U,De Havilland,DHC-2,No,,,135,NSCH,,High Adventure Air Charter,7,0,0,0,VMC,,,
20200731X11938,Accident,ANC20LA074B,2020-07-31,"Soldotna, AK",United States,60.495555,-151.01693,,,Fatal,Destroyed,Airplane,N2587M,Piper,PA 12,No,1,,91,,Pers,,7,0,0,0,VMC,,,
20200730X63728,Accident,WPR20LA245,2020-07-30,"ENNIS, MT",United States,45.389999,-111.558052,,,Fatal,Substantial,Airplane,N337V,Cessna,337,No,2,Reciprocating,91,,Business,,1,2,0,0,VMC,,,
20200731X20050,Accident,WPR20LA247,2020-07-30,"HOLTVILLE, CA",United States,32.763053,-115.276947,,,Minor,Substantial,Helicopter,N901XV,Bell,OH58A,No,1,Turbo Shaft,137,,Aerial Application,A Farmer Service Corp.,0,0,1,0,,,,
20200803X05132,Accident,CEN20CA324,2020-07-30,"MIDLOTHIAN, TX",United States,32.458332,-96.912498,JWY,Mid-Way Regional,,Substantial,Glider,N3981A,Grob,G102,No,,,91,,Instructional,,0,0,0,0,,,,
20200730X91205,Accident,WPR20LA246A,2020-07-30,"Elgin, NV",United States,37.361667,-114.56639,67L,Mesquite,Fatal,Destroyed,Airplane,N8510M,Air Tractor,AT802,No,,,PUBU,,Firf,,2,0,0,0,VMC,,,
20200730X91205,Accident,WPR20LA246B,2020-07-30,"Elgin, NV",United States,37.361667,-114.56639,67L,Mesquite,Fatal,Destroyed,Airplane,N1558W,Air Tractor,AT802,No,1,,PUBU,,Firf,Bureau Of Land Management (blm),2,0,0,0,VMC,,,
20200804X04510,Accident,GAA20WA125,2020-07-30,"Tarapaca-Amazonas, Colombia",Colombia,-2.355,-7.219999,,,Fatal,Destroyed,Airplane,,Cessna,R172,No,,,NUSN,,,Aerovias Regionales Del Oriente,1,0,2,0,,,,
20200730X70803,Accident,ERA20CA269,2020-07-29,"HUDSON, NY",United States,42.291389,-73.710281,1B1,Columbia County,,Substantial,Airplane,N6705E,Cessna,172,No,1,,91,,Personal,,0,0,0,0,VMC,,,
20200730X70921,Accident,ERA20CA267,2020-07-29,"INDIAN TRAIL, NC",United States,35.069286,-80.669479,28A,,,Substantial,Airplane,N33JM,Piper,PA28,No,,,91,,Personal,Kingdom Air Corps,0,0,0,0,,,,
20200803X00644,Accident,CEN20WA319,2020-07-29,"SERGIO PEREZ DE LEON, MEXICO",Mexico,,,,,,Substantial,Airplane,,Rans,S12,No,,,NUSN,,,,0,0,0,0,,,,
20200729X52602,Accident,WPR20LA244,2020-07-29,"Pioche, NV",United States,37.919998,-114.54,,,Fatal,Destroyed,Airplane,N755AE,American Eurocopter,AS350,No,,,91,,Bus,,2,0,0,0,VMC,,,
20200729X70322,Accident,ERA20LA262,2020-07-28,"MALBIS, AL",United States,30.713333,-87.705001,,,Fatal,Substantial,Airplane,N3156W,Beech,F33,No,1,Reciprocating,91,,Personal,,2,0,0,0,IMC,,,
20200804X74552,Accident,ANC20CA075,2020-07-28,"CHISANA, AK",United States,62.830501,-143.429443,,,,Substantial,,N1049P,Piper,PA18,No,1,,91,,Personal,,0,0,0,0,,,,
20200728X14620,Accident,WPR20CA243,2020-07-28,"Hunts Point, WA",United States,47.6095,-122.209159,,,,,,N856TC,Quest,KODIAC 100,No,,,91,,Pers,Cly Aviation Llc,0,0,0,0,,,,
20200728X82604,Accident,CEN20LA314,2020-07-28,"Houston, TX",United States,29.759885,-95.369461,,,Siruose,Destroyed,Airplane,N15302,Piper,PA28R,No,1,REC,91,,Pers,Anson Air Llc,0,2,0,0,VMC,,,
20200729X63244,Incident,DCA20WA133,2020-07-28,"Wamena, Indonesia",Indonesia,,,,,Non-Fatal,Minor,Airplane,,Boeing,737,No,,,NUSC,,,,0,0,0,3,,,,
20200730X54532,Accident,ANC20WA073,2020-07-28,"Abbotsford, Canada",Canada,,,,,Fatal,,Airplane,,Cessna,140,No,,,NUSN,,,,1,0,1,0,,,,
20200727X31809,Accident,CEN20CA312,2020-07-27,"TIRO, OH",United States,40.914722,-82.79,,,Non-Fatal,Substantial,Airplane,N602FH,Air Tractor,AT 602,No,1,Turbo Prop,137,,Aerial Application,Fisher Spray Service Llc,0,0,0,1,VMC,,,
20200727X35400,Accident,CEN20LA309,2020-07-27,"CORSICA, SD",United States,43.428333,-98.244445,,,Fatal,Substantial,Airplane,N53163,Cessna,A188,No,,,137,,Aerial Application,,1,0,0,0,VMC,,,
20200727X40311,,CEN20CA311,2020-07-27,"BURLINGTON, CO",United States,39.300971,-102.270538,n/a,,,Substantial,,N9190Q,Air Tractor,AT 401,No,,,137,,Aerial Application,Air Care Inc,0,0,0,0,,,,
20200727X61210,Accident,CEN20CA313,2020-07-27,"DAKOTA, IL",United States,42.439445,-89.515274,,,Non-Fatal,Substantial,Helicopter,N570WH,Robinson,R44,No,1,Reciprocating,137,,Aerial Application,Mf Helicopters Llc,0,0,0,1,VMC,,,
20200727X90604,Accident,CEN20CA316,2020-07-27,"HEBRON, NE",United States,40.151943,-97.584442,HJH,Hebron Muni,Minor,Substantial,Helicopter,N771GB,Robinson,R44,No,1,Reciprocating,137,,Aerial Application,Rotorwings Aviation Llc,0,0,1,0,VMC,,,
20200806X61423,Accident,CEN20CA331,2020-07-27,"HARTINGTON, NE",United States,42.603054,-97.253608,0B4,HARTINGTON MUNI/ BUD BECKER FL,,Substantial,Airplane,N9278G,Cessna,A188,No,1,,137,,Aerial Application,Becker Flying Service Inc,0,0,0,0,VMC,,,
20200726X15926,Accident,CEN20CA308,2020-07-26,"HILLSBORO, IL",United States,39.2425,-89.550834,1LL5,Justison Airport,Siruose,Substantial,Airplane,N772TW,Maule,MXT7,No,,Reciprocating,91,,Personal,,0,1,0,0,VMC,,,
20200726X51530,Accident,WPR20LA239,2020-07-26,"HENEFER, UT",United States,40.986667,-111.529724,,,Minor,Substantial,Airplane,N514BS,Vans,RV7,Yes,1,Reciprocating,91,,Personal,,0,0,1,0,VMC,,,
